# x,r,theta
250.701079,12.774526,0.000000
250.712259,12.773635,0.000000
250.723438,12.772733,0.000000
250.734616,12.771820,0.000000
250.745793,12.770896,0.000000
250.756969,12.769963,0.000000
250.768144,12.769019,0.000000
250.779318,12.768065,0.000000
250.790492,12.767101,0.000000
250.801666,12.766127,0.000000
250.812839,12.765144,0.000000
250.824011,12.764151,0.000000
250.835183,12.763149,0.000000
250.846353,12.762139,0.000000
250.857522,12.761119,0.000000
250.868690,12.760092,0.000000
250.879858,12.759056,0.000000
250.891024,12.758012,0.000000
250.902189,12.756961,0.000000
250.913354,12.755903,0.000000
250.924518,12.754838,0.000000
250.935681,12.753766,0.000000
250.946844,12.752688,0.000000
250.958006,12.751603,0.000000
250.969168,12.750511,0.000000
250.980329,12.749414,0.000000
250.991490,12.748311,0.000000
251.002650,12.747202,0.000000
251.013810,12.746088,0.000000
251.024969,12.744969,0.000000
251.036127,12.743845,0.000000
251.047285,12.742717,0.000000
251.058442,12.741584,0.000000
251.069600,12.740447,0.000000
251.080757,12.739307,0.000000
251.091914,12.738162,0.000000
251.103071,12.737015,0.000000
251.114228,12.735864,0.000000
251.125385,12.734710,0.000000
251.136541,12.733553,0.000000
251.147696,12.732394,0.000000
251.158852,12.731232,0.000000
251.170006,12.730069,0.000000
251.181161,12.728903,0.000000
251.192315,12.727735,0.000000
251.203468,12.726565,0.000000
251.214622,12.725394,0.000000
251.225775,12.724222,0.000000
251.236929,12.723049,0.000000
251.248082,12.721875,0.000000
251.259235,12.720701,0.000000
251.270389,12.719525,0.000000
251.281542,12.718349,0.000000
251.292695,12.717173,0.000000
251.303849,12.715996,0.000000
251.315002,12.714818,0.000000
251.326155,12.713641,0.000000
251.337308,12.712463,0.000000
251.348461,12.711286,0.000000
251.359614,12.710109,0.000000
251.370767,12.708933,0.000000
251.381921,12.707757,0.000000
251.393074,12.706582,0.000000
251.404228,12.705407,0.000000
251.415382,12.704234,0.000000
251.426536,12.703061,0.000000
251.437690,12.701890,0.000000
251.448845,12.700720,0.000000
251.459999,12.699552,0.000000
251.471152,12.698385,0.000000
251.482306,12.697220,0.000000
251.493460,12.696057,0.000000
251.504615,12.694895,0.000000
251.515770,12.693735,0.000000
251.526925,12.692577,0.000000
251.538082,12.691419,0.000000
251.549238,12.690262,0.000000
251.560394,12.689104,0.000000
251.571550,12.687946,0.000000
251.582705,12.686785,0.000000
251.593859,12.685623,0.000000
251.605013,12.684459,0.000000
251.616167,12.683293,0.000000
251.627320,12.682123,0.000000
251.638474,12.680951,0.000000
251.649627,12.679775,0.000000
251.660780,12.678596,0.000000
251.671933,12.677413,0.000000
251.683085,12.676226,0.000000
251.694237,12.675035,0.000000
251.705388,12.673838,0.000000
251.716539,12.672634,0.000000
251.727689,12.671423,0.000000
251.738838,12.670204,0.000000
251.749986,12.668976,0.000000
251.761132,12.667737,0.000000
251.772278,12.666487,0.000000
251.783422,12.665225,0.000000
251.794565,12.663948,0.000000
251.805706,12.662656,0.000000
251.816845,12.661347,0.000000
251.827981,12.660019,0.000000
251.839115,12.658669,0.000000
251.850246,12.657296,0.000000
251.861374,12.655899,0.000000
251.872498,12.654474,0.000000
251.883618,12.653020,0.000000
251.894734,12.651534,0.000000
251.905845,12.650016,0.000000
251.916952,12.648462,0.000000
251.928053,12.646872,0.000000
251.939148,12.645243,0.000000
251.950238,12.643574,0.000000
251.961322,12.641862,0.000000
251.972399,12.640107,0.000000
251.983469,12.638308,0.000000
251.994532,12.636465,0.000000
252.005587,12.634577,0.000000
252.016634,12.632643,0.000000
252.027674,12.630663,0.000000
252.038705,12.628640,0.000000
252.049728,12.626573,0.000000
252.060744,12.624463,0.000000
252.071752,12.622313,0.000000
252.082752,12.620123,0.000000
252.093744,12.617892,0.000000
252.104728,12.615623,0.000000
252.115704,12.613316,0.000000
252.126671,12.610971,0.000000
252.137630,12.608590,0.000000
252.148581,12.606173,0.000000
252.159525,12.603721,0.000000
252.170460,12.601236,0.000000
252.181389,12.598717,0.000000
252.192310,12.596167,0.000000
252.203224,12.593585,0.000000
252.214131,12.590972,0.000000
252.225031,12.588329,0.000000
252.235923,12.585657,0.000000
252.246809,12.582956,0.000000
252.257688,12.580229,0.000000
252.268561,12.577478,0.000000
252.279429,12.574706,0.000000
252.290292,12.571915,0.000000
252.301150,12.569106,0.000000
252.312004,12.566282,0.000000
252.322855,12.563446,0.000000
252.333703,12.560600,0.000000
252.344549,12.557747,0.000000
252.355393,12.554888,0.000000
252.366237,12.552026,0.000000
252.377079,12.549163,0.000000
252.387922,12.546300,0.000000
252.398767,12.543440,0.000000
252.409612,12.540586,0.000000
252.420460,12.537740,0.000000
252.431311,12.534904,0.000000
252.442166,12.532083,0.000000
252.453025,12.529277,0.000000
252.463888,12.526489,0.000000
252.474756,12.523718,0.000000
252.485628,12.520964,0.000000
252.496504,12.518226,0.000000
252.507384,12.515504,0.000000
252.518268,12.512797,0.000000
252.529155,12.510107,0.000000
252.540046,12.507432,0.000000
252.550942,12.504774,0.000000
252.561842,12.502133,0.000000
252.572746,12.499508,0.000000
252.583654,12.496899,0.000000
252.594566,12.494306,0.000000
252.605481,12.491729,0.000000
252.616400,12.489167,0.000000
252.627322,12.486620,0.000000
252.638248,12.484088,0.000000
252.649177,12.481570,0.000000
252.660110,12.479068,0.000000
252.671046,12.476581,0.000000
252.681986,12.474108,0.000000
252.692929,12.471650,0.000000
252.703875,12.469208,0.000000
252.714825,12.466780,0.000000
252.725777,12.464366,0.000000
252.736733,12.461968,0.000000
252.747691,12.459584,0.000000
252.758652,12.457215,0.000000
252.769617,12.454861,0.000000
252.780585,12.452520,0.000000
252.791557,12.450194,0.000000
252.802532,12.447882,0.000000
252.813511,12.445585,0.000000
252.824492,12.443303,0.000000
252.835476,12.441036,0.000000
252.846463,12.438784,0.000000
252.857453,12.436547,0.000000
252.868446,12.434325,0.000000
252.879442,12.432118,0.000000
252.890441,12.429927,0.000000
252.901443,12.427751,0.000000
252.912448,12.425590,0.000000
252.923456,12.423445,0.000000
252.934467,12.421316,0.000000
252.945481,12.419202,0.000000
252.956498,12.417105,0.000000
252.967517,12.415023,0.000000
252.978540,12.412956,0.000000
252.989566,12.410906,0.000000
253.000594,12.408871,0.000000
253.011626,12.406852,0.000000
253.022661,12.404848,0.000000
253.033699,12.402861,0.000000
253.044740,12.400889,0.000000
253.055784,12.398934,0.000000
253.066830,12.396995,0.000000
253.077880,12.395073,0.000000
253.088932,12.393166,0.000000
253.099986,12.391276,0.000000
253.111044,12.389401,0.000000
253.122103,12.387542,0.000000
253.133165,12.385699,0.000000
253.144230,12.383873,0.000000
253.155298,12.382062,0.000000
253.166368,12.380267,0.000000
253.177441,12.378489,0.000000
253.188517,12.376727,0.000000
253.199595,12.374982,0.000000
253.210677,12.373252,0.000000
253.221761,12.371540,0.000000
253.232848,12.369843,0.000000
253.243937,12.368162,0.000000
253.255029,12.366498,0.000000
253.266122,12.364849,0.000000
253.277218,12.363217,0.000000
253.288316,12.361600,0.000000
253.299417,12.359998,0.000000
253.310519,12.358412,0.000000
253.321624,12.356842,0.000000
253.332731,12.355287,0.000000
253.343841,12.353747,0.000000
253.354952,12.352222,0.000000
253.366066,12.350712,0.000000
253.377182,12.349217,0.000000
253.388299,12.347737,0.000000
253.399418,12.346272,0.000000
253.410538,12.344822,0.000000
253.421661,12.343386,0.000000
253.432785,12.341965,0.000000
253.443911,12.340557,0.000000
253.455040,12.339164,0.000000
253.466170,12.337785,0.000000
253.477301,12.336420,0.000000
253.488435,12.335069,0.000000
253.499570,12.333732,0.000000
253.510707,12.332408,0.000000
253.521845,12.331099,0.000000
253.532986,12.329805,0.000000
253.544128,12.328526,0.000000
253.555272,12.327263,0.000000
253.566418,12.326016,0.000000
253.577566,12.324785,0.000000
253.588716,12.323570,0.000000
253.599868,12.322372,0.000000
253.611021,12.321191,0.000000
253.622176,12.320026,0.000000
253.633333,12.318879,0.000000
253.644491,12.317750,0.000000
253.655651,12.316639,0.000000
253.666812,12.315547,0.000000
253.677975,12.314474,0.000000
253.689140,12.313420,0.000000
253.700307,12.312386,0.000000
253.711476,12.311373,0.000000
253.722647,12.310381,0.000000
253.733821,12.309409,0.000000
253.744996,12.308458,0.000000
253.756173,12.307525,0.000000
253.767351,12.306611,0.000000
253.778531,12.305715,0.000000
253.789711,12.304835,0.000000
253.800892,12.303970,0.000000
253.812074,12.303118,0.000000
253.823257,12.302278,0.000000
253.834442,12.301447,0.000000
253.845627,12.300624,0.000000
253.856814,12.299808,0.000000
253.868000,12.298997,0.000000
253.879187,12.298190,0.000000
253.890374,12.297386,0.000000
253.901560,12.296582,0.000000
253.912746,12.295777,0.000000
253.923931,12.294969,0.000000
253.935116,12.294158,0.000000
253.946301,12.293341,0.000000
253.957485,12.292516,0.000000
253.968669,12.291683,0.000000
253.979852,12.290840,0.000000
253.991034,12.289986,0.000000
254.002215,12.289119,0.000000
254.013396,12.288240,0.000000
254.024575,12.287350,0.000000
254.035755,12.286448,0.000000
254.046933,12.285536,0.000000
254.058111,12.284614,0.000000
254.069289,12.283684,0.000000
254.080466,12.282746,0.000000
254.091642,12.281802,0.000000
254.102818,12.280851,0.000000
254.113993,12.279896,0.000000
254.125168,12.278936,0.000000
254.136341,12.277974,0.000000
254.147515,12.277008,0.000000
254.158688,12.276039,0.000000
254.169861,12.275069,0.000000
254.181034,12.274098,0.000000
254.192208,12.273127,0.000000
254.203381,12.272156,0.000000
254.214555,12.271188,0.000000
254.225728,12.270222,0.000000
254.236902,12.269259,0.000000
254.248076,12.268300,0.000000
254.259250,12.267346,0.000000
254.270424,12.266397,0.000000
254.281599,12.265455,0.000000
254.292774,12.264520,0.000000
254.303950,12.263592,0.000000
254.315127,12.262673,0.000000
254.326304,12.261763,0.000000
254.337483,12.260863,0.000000
254.348663,12.259974,0.000000
254.359844,12.259097,0.000000
254.371026,12.258232,0.000000
254.382210,12.257381,0.000000
254.393395,12.256544,0.000000
254.404580,12.255722,0.000000
254.415767,12.254916,0.000000
254.426954,12.254127,0.000000
254.438143,12.253354,0.000000
254.449332,12.252600,0.000000
254.460522,12.251864,0.000000
254.471714,12.251148,0.000000
254.482907,12.250452,0.000000
254.494101,12.249776,0.000000
254.505297,12.249122,0.000000
254.516495,12.248489,0.000000
254.527695,12.247878,0.000000
254.538895,12.247287,0.000000
254.550097,12.246717,0.000000
254.561298,12.246167,0.000000
254.572501,12.245637,0.000000
254.583704,12.245127,0.000000
254.594907,12.244636,0.000000
254.606112,12.244164,0.000000
254.617318,12.243711,0.000000
254.628525,12.243276,0.000000
254.639733,12.242860,0.000000
254.650942,12.242461,0.000000
254.662152,12.242081,0.000000
254.673362,12.241719,0.000000
254.684572,12.241375,0.000000
254.695783,12.241048,0.000000
254.706994,12.240737,0.000000
254.718205,12.240444,0.000000
254.729416,12.240166,0.000000
254.740628,12.239904,0.000000
254.751840,12.239658,0.000000
254.763052,12.239427,0.000000
254.774265,12.239211,0.000000
254.785478,12.239011,0.000000
254.796693,12.238825,0.000000
254.807907,12.238654,0.000000
254.819122,12.238497,0.000000
254.830337,12.238355,0.000000
254.841553,12.238226,0.000000
254.852768,12.238110,0.000000
254.863983,12.238007,0.000000
254.875198,12.237918,0.000000
254.886413,12.237841,0.000000
254.897628,12.237777,0.000000
254.908843,12.237724,0.000000
254.920058,12.237684,0.000000
254.931273,12.237656,0.000000
254.942488,12.237638,0.000000
254.953703,12.237632,0.000000
254.964918,12.237636,0.000000
254.976134,12.237651,0.000000
254.987349,12.237676,0.000000
254.998563,12.237712,0.000000
255.009778,12.237757,0.000000
255.020992,12.237812,0.000000
255.032206,12.237877,0.000000
255.043420,12.237950,0.000000
255.054634,12.238032,0.000000
255.065849,12.238122,0.000000
255.077064,12.238221,0.000000
255.088279,12.238327,0.000000
255.099494,12.238441,0.000000
255.110709,12.238563,0.000000
255.121923,12.238692,0.000000
255.133137,12.238828,0.000000
255.144351,12.238971,0.000000
255.155565,12.239121,0.000000
255.166779,12.239276,0.000000
255.177993,12.239438,0.000000
255.189208,12.239605,0.000000
255.200423,12.239777,0.000000
255.211637,12.239955,0.000000
255.222852,12.240137,0.000000
255.234066,12.240324,0.000000
255.245280,12.240515,0.000000
255.256493,12.240711,0.000000
255.267706,12.240910,0.000000
255.278920,12.241113,0.000000
255.290133,12.241319,0.000000
255.301346,12.241529,0.000000
255.312559,12.241741,0.000000
255.323773,12.241955,0.000000
255.334986,12.242173,0.000000
255.346199,12.242392,0.000000
255.357412,12.242613,0.000000
255.368625,12.242836,0.000000
255.379838,12.243060,0.000000
255.391051,12.243285,0.000000
255.402265,12.243511,0.000000
255.413478,12.243737,0.000000
255.424690,12.243963,0.000000
255.435903,12.244190,0.000000
255.447116,12.244416,0.000000
255.458328,12.244641,0.000000
255.469540,12.244866,0.000000
255.480751,12.245090,0.000000
255.491963,12.245312,0.000000
255.503176,12.245533,0.000000
255.514388,12.245752,0.000000
255.525601,12.245970,0.000000
255.536815,12.246184,0.000000
255.548028,12.246397,0.000000
255.559242,12.246606,0.000000
255.570456,12.246812,0.000000
255.581669,12.247015,0.000000
255.592883,12.247215,0.000000
255.604097,12.247410,0.000000
255.615311,12.247601,0.000000
255.626524,12.247788,0.000000
255.637738,12.247971,0.000000
255.648952,12.248148,0.000000
255.660166,12.248321,0.000000
255.671380,12.248488,0.000000
255.682594,12.248649,0.000000
255.693809,12.248805,0.000000
255.705024,12.248954,0.000000
255.716239,12.249097,0.000000
255.727454,12.249233,0.000000
255.738669,12.249363,0.000000
255.749884,12.249485,0.000000
255.761099,12.249599,0.000000
255.772314,12.249706,0.000000
255.783529,12.249804,0.000000
255.794744,12.249894,0.000000
255.805959,12.249974,0.000000
255.817173,12.250047,0.000000
255.828388,12.250111,0.000000
255.839602,12.250167,0.000000
255.850816,12.250216,0.000000
255.862030,12.250256,0.000000
255.873244,12.250289,0.000000
255.884458,12.250315,0.000000
255.895672,12.250335,0.000000
255.906887,12.250347,0.000000
255.918102,12.250353,0.000000
255.929317,12.250353,0.000000
255.940532,12.250348,0.000000
255.951748,12.250336,0.000000
255.962963,12.250320,0.000000
255.974179,12.250299,0.000000
255.985395,12.250273,0.000000
255.996611,12.250242,0.000000
256.007826,12.250208,0.000000
256.019042,12.250170,0.000000
256.030257,12.250128,0.000000
256.041473,12.250083,0.000000
256.052688,12.250035,0.000000
256.063904,12.249985,0.000000
256.075119,12.249933,0.000000
256.086335,12.249879,0.000000
256.097550,12.249826,0.000000
256.108766,12.249774,0.000000
256.119981,12.249724,0.000000
256.131196,12.249678,0.000000
256.142411,12.249637,0.000000
256.153626,12.249602,0.000000
256.164841,12.249576,0.000000
256.176056,12.249558,0.000000
256.187271,12.249552,0.000000
256.198486,12.249557,0.000000
256.209701,12.249576,0.000000
256.220916,12.249611,0.000000
256.232131,12.249662,0.000000
256.243345,12.249731,0.000000
256.254560,12.249819,0.000000
256.265774,12.249926,0.000000
256.276989,12.250053,0.000000
256.288202,12.250201,0.000000
256.299416,12.250370,0.000000
256.310629,12.250560,0.000000
256.321841,12.250771,0.000000
256.333054,12.251004,0.000000
256.344266,12.251259,0.000000
256.355477,12.251535,0.000000
256.366689,12.251833,0.000000
256.377900,12.252154,0.000000
256.389110,12.252497,0.000000
256.400320,12.252862,0.000000
256.411529,12.253251,0.000000
256.422738,12.253662,0.000000
256.433945,12.254097,0.000000
256.445152,12.254555,0.000000
256.456357,12.255036,0.000000
256.467560,12.255542,0.000000
256.478763,12.256071,0.000000
256.489964,12.256624,0.000000
256.501164,12.257202,0.000000
256.512363,12.257805,0.000000
256.523561,12.258432,0.000000
256.534758,12.259084,0.000000
256.545954,12.259761,0.000000
256.557147,12.260461,0.000000
256.568339,12.261186,0.000000
256.579529,12.261935,0.000000
256.590717,12.262708,0.000000
256.601903,12.263504,0.000000
256.613087,12.264325,0.000000
256.624269,12.265169,0.000000
256.635450,12.266037,0.000000
256.646630,12.266928,0.000000
256.657808,12.267843,0.000000
256.668984,12.268781,0.000000
256.680159,12.269743,0.000000
256.691331,12.270727,0.000000
256.702502,12.271735,0.000000
256.713670,12.272766,0.000000
256.724836,12.273820,0.000000
256.736000,12.274896,0.000000
256.747162,12.275996,0.000000
256.758321,12.277119,0.000000
256.769478,12.278264,0.000000
256.780633,12.279431,0.000000
256.791785,12.280621,0.000000
256.802935,12.281833,0.000000
256.814082,12.283068,0.000000
256.825227,12.284324,0.000000
256.836370,12.285602,0.000000
256.847510,12.286902,0.000000
256.858647,12.288225,0.000000
256.869781,12.289568,0.000000
256.880912,12.290934,0.000000
256.892041,12.292321,0.000000
256.903168,12.293729,0.000000
256.914292,12.295157,0.000000
256.925413,12.296607,0.000000
256.936531,12.298078,0.000000
256.947647,12.299570,0.000000
256.958759,12.301083,0.000000
256.969868,12.302617,0.000000
256.980975,12.304173,0.000000
256.992078,12.305748,0.000000
257.003179,12.307344,0.000000
257.014277,12.308959,0.000000
257.025372,12.310594,0.000000
257.036465,12.312249,0.000000
257.047555,12.313923,0.000000
257.058642,12.315617,0.000000
257.069725,12.317331,0.000000
257.080805,12.319065,0.000000
257.091882,12.320818,0.000000
257.102955,12.322592,0.000000
257.114026,12.324384,0.000000
257.125093,12.326196,0.000000
257.136158,12.328026,0.000000
257.147220,12.329876,0.000000
257.158278,12.331743,0.000000
257.169334,12.333630,0.000000
257.180387,12.335534,0.000000
257.191437,12.337456,0.000000
257.202483,12.339397,0.000000
257.213526,12.341355,0.000000
257.224566,12.343332,0.000000
257.235603,12.345327,0.000000
257.246635,12.347341,0.000000
257.257665,12.349373,0.000000
